Longitude,Latitude
-85.594,10.718
-74.887,5.2
-74.887,5.2
-74.887,5.2
-74.887,5.2
-74.887,5.2
-74.887,5.2
-74.887,5.2
-74.887,5.2
-74.887,5.2
-74.887,5.2
-74.887,5.2
-74.887,5.2
-74.887,5.2
-74.887,5.2
-74.887,5.2
-74.887,5.2
-74.887,5.2
-74.887,5.2
-74.887,5.2
-74.887,5.2
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-121.7395833,40.52472222
-83.76388889,41.21277778
-83.76388889,41.21277778
-83.76388889,41.21277778
-83.76388889,41.21277778
-83.76388889,41.21277778
-83.76388889,41.21277778
-83.76388889,41.21277778
-83.76388889,41.21277778
-83.76388889,41.21277778
-83.76388889,41.21277778
-83.76388889,41.21277778
-83.76388889,41.21277778
-83.67916667,39.86083333
-83.67916667,39.86083333
-83.67916667,39.86083333
-83.67916667,39.86083333
-83.67916667,39.86083333
-83.67916667,39.86083333
-83.67916667,39.86083333
-83.67916667,39.86083333
-83.67916667,39.86083333
-83.67916667,39.86083333
-83.67916667,39.86083333
-83.67916667,39.86083333
-81.83944444,40.77861111
-81.83944444,40.77861111
-81.83944444,40.77861111
-81.83944444,40.77861111
-81.83944444,40.77861111
-81.83944444,40.77861111
-81.83944444,40.77861111
-81.83944444,40.77861111
-81.83944444,40.77861111
-81.83944444,40.77861111
-81.83944444,40.77861111
-81.83944444,40.77861111
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
-90.72722222,40.93055556
112.6,28.6
112.6,28.6
112.6,28.6
112.6,28.6
126.5,45.5
126.5,45.5
126.5,45.5
126.5,45.5
-4.75,42.6
-4.88,42.76
-4.89,42.73
-4.74,42.65
-4.8,42.66
-4.58,42.6
-4.57,42.6
-4.57,42.59
-4.55,42.58
-4.75,42.65
-4.73,42.55
-4.87,42.65
-4.79,42.74
-4.79,42.77
-4.86,42.69
-4.53,42.58
-4.94,42.68
-4.91,42.72
-4.89,42.72
-4.9,42.71
-4.9,42.69
-4.91,42.68
-4.95,42.65
-4.95,42.66
-4.93,42.63
-4.9,42.7
-4.88,42.74
-4.91,42.7
-4.93,42.69
-4.9,42.7
-4.89,42.69
-4.89,42.69
-4.89,42.69
-4.89,42.69
-48.6,-23.1
-48.6,-23.1
-48.6,-23.1
-48.6,-23.1
-48.6,-23.1
137.9341667,36.105
137.9341667,36.105
137.9341667,36.105
137.9341667,36.105
137.9341667,36.105
137.9341667,36.105
137.9341667,36.105
137.9341667,36.105
137.9341667,36.105
137.9341667,36.105
137.9341667,36.105
137.9341667,36.105
137.9341667,36.105
137.9341667,36.105
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
112.1333333,36.61666667
-54.90972222,-4.10083333
-54.90972222,-4.10083333
-54.90972222,-4.10083333
-54.90972222,-4.10083333
120.6666667,30.83333333
120.6666667,30.83333333
120.6666667,30.83333333
120.6666667,30.83333333
120.6666667,30.83333333
